text,intent
Ada catatan berat bayi saat lahir?,riwayat_persalinan
Saya ingin tahu kapan persalinan pertama terjadi,riwayat_persalinan
Coba tampilkan panjang badan bayi saat lahir,riwayat_persalinan
Tolong tampilkan detail tempat melahirkan,riwayat_persalinan
Ada riwayat lahiran normal dan caesar?,riwayat_persalinan
Saya ingin cek tanggal lahir bayi kedua,riwayat_persalinan
Tolong tampilkan jenis kelamin bayi saat lahir,riwayat_persalinan
Coba lihat data berat badan bayi pertama,riwayat_persalinan
Saya ingin tahu komplikasi lahiran anak ketiga,riwayat_persalinan
Ada catatan bayi perempuan lahir di RS?,riwayat_persalinan
Tolong tampilkan cara persalinan pertama kali,riwayat_persalinan
Saya mau cek semua data persalinan sebelumnya,riwayat_persalinan
Coba tampilkan panjang bayi saat persalinan kedua,riwayat_persalinan
Saya ingin tahu apakah dulu melahirkan SC,riwayat_persalinan
Ada catatan melahirkan di rumah bidan?,riwayat_persalinan
Tolong tampilkan detail kelahiran anak laki-laki,riwayat_persalinan
Saya ingin cek berat bayi lahir terakhir,riwayat_persalinan
Coba lihat tanggal persalinan anak pertama,riwayat_persalinan
Saya mau tahu tempat lahiran anak kedua,riwayat_persalinan
Ada komplikasi pada proses persalinan SC?,riwayat_persalinan
Saya ingin lihat semua riwayat kelahiran,riwayat_persalinan
Tolong tampilkan detail bayi lahir dengan beratnya,riwayat_persalinan
Saya mau tahu cara melahirkan anak ketiga,riwayat_persalinan
Coba tampilkan panjang badan bayi lahir terakhir,riwayat_persalinan
Saya ingin cek apakah lahir normal atau VBAC,riwayat_persalinan
Ada catatan lahiran anak pertama di rumah?,riwayat_persalinan
Saya ingin tahu komplikasi lahiran anak kedua,riwayat_persalinan
Tolong tampilkan data persalinan dengan SC,riwayat_persalinan
Saya mau lihat berat badan bayi perempuan,riwayat_persalinan
Coba tampilkan tanggal lahir bayi laki-laki,riwayat_persalinan
Saya ingin cek tempat lahir bayi pertama,riwayat_persalinan
Ada catatan persalinan dengan komplikasi?,riwayat_persalinan
Tolong tampilkan data cara persalinan normal,riwayat_persalinan
Saya mau tahu panjang bayi saat lahiran SC,riwayat_persalinan
Coba tampilkan semua detail persalinan anak,riwayat_persalinan
Saya ingin cek kapan terakhir melahirkan,riwayat_persalinan
Tolong tampilkan komplikasi pada persalinan,riwayat_persalinan
Saya mau tahu berat bayi saat lahir pertama,riwayat_persalinan
Ada data lahiran bayi perempuan dengan SC?,riwayat_persalinan
Saya ingin cek jenis kelamin bayi kedua,riwayat_persalinan
Coba tampilkan detail lahiran anak terakhir,riwayat_persalinan
Saya mau tahu tempat lahiran di rumah sakit,riwayat_persalinan
Tolong tampilkan semua catatan persalinan saya,riwayat_persalinan
Saya ingin tahu apakah ada riwayat caesar,riwayat_persalinan
Coba tampilkan panjang bayi lahir kedua,riwayat_persalinan
Saya mau cek tanggal melahirkan anak ketiga,riwayat_persalinan
Saya mau lihat kapan persalinan pertama terjadi,riwayat_persalinan
Tolong tampilkan detail lahiran anak kedua saya,riwayat_persalinan
Saya ingin tahu apakah lahir normal atau SC sebelumnya,riwayat_persalinan
Ada catatan bayi lahir dengan berat 3 kg?,riwayat_persalinan
Saya mau cek komplikasi saat persalinan terakhir,riwayat_persalinan
Coba tampilkan tanggal lahir semua anak saya,riwayat_persalinan
Saya ingin lihat tempat melahirkan anak pertama,riwayat_persalinan
Tolong tampilkan data bayi laki-laki saat lahir,riwayat_persalinan
Ada riwayat persalinan dengan VBAC?,riwayat_persalinan
Saya mau tahu panjang bayi lahir pada anak kedua,riwayat_persalinan
Coba tampilkan cara persalinan untuk semua anak,riwayat_persalinan
Tolong tampilkan detail komplikasi persalinan,riwayat_persalinan
Ada catatan bayi lahir di rumah bidan?,riwayat_persalinan
Saya mau tahu tanggal persalinan anak perempuan,riwayat_persalinan
Coba tampilkan panjang badan bayi lahir normal,riwayat_persalinan
Saya ingin lihat riwayat kelahiran dengan caesar,riwayat_persalinan
Tolong tampilkan detail bayi lahir pertama,riwayat_persalinan
Saya mau tahu apakah ada komplikasi lahiran SC,riwayat_persalinan
Ada data bayi lahir dengan berat rendah?,riwayat_persalinan
Saya ingin cek semua persalinan normal saya,riwayat_persalinan
Coba tampilkan tempat lahir anak ketiga,riwayat_persalinan
Saya mau tahu panjang bayi lahir terakhir,riwayat_persalinan
Tolong tampilkan detail bayi lahir dengan SC,riwayat_persalinan
Saya ingin cek tanggal lahiran semua anak,riwayat_persalinan
Ada catatan persalinan di rumah sakit?,riwayat_persalinan
Saya mau tahu komplikasi melahirkan anak kedua,riwayat_persalinan
Coba tampilkan berat bayi lahir ketiga,riwayat_persalinan
Saya ingin lihat cara persalinan pertama,riwayat_persalinan
Tolong tampilkan panjang bayi lahir perempuan,riwayat_persalinan
Saya mau tahu apakah persalinan anak kedua normal,riwayat_persalinan
Ada riwayat lahiran bayi laki-laki di RS?,riwayat_persalinan
Saya ingin cek komplikasi saat lahiran normal,riwayat_persalinan
Coba tampilkan detail bayi lahir caesar,riwayat_persalinan
Tolong tampilkan berat lahir bayi perempuan,riwayat_persalinan
Saya ingin lihat semua riwayat melahirkan,riwayat_persalinan
Ada data bayi lahir dengan panjang 50 cm?,riwayat_persalinan
Saya mau cek jenis kelamin bayi pada lahiran kedua,riwayat_persalinan
Coba tampilkan cara persalinan anak terakhir,riwayat_persalinan
Saya ingin tahu tanggal lahiran anak ketiga,riwayat_persalinan
Tolong tampilkan komplikasi bayi lahir pertama,riwayat_persalinan
Saya mau lihat tempat persalinan anak terakhir,riwayat_persalinan
Ada catatan bayi lahir tanpa komplikasi?,riwayat_persalinan
Saya ingin tahu berat bayi lahir keempat,riwayat_persalinan
Coba tampilkan panjang bayi lahir di persalinan kedua,riwayat_persalinan
Saya mau cek semua riwayat cara persalinan,riwayat_persalinan
Tolong tampilkan detail persalinan dengan komplikasi,riwayat_persalinan
Saya ingin lihat catatan kelahiran di rumah,riwayat_persalinan
Ada data bayi perempuan lahir normal?,riwayat_persalinan
Saya mau tahu kapan melahirkan anak kedua,riwayat_persalinan
Saya mau lihat catatan pemberian tablet Fe,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat konsumsi asam folat,riwayat_suplemen_kehamilan
Ada data berapa kali saya dapat suplemen selama ANC?,riwayat_suplemen_kehamilan
Saya ingin cek jumlah tablet yang pernah diberikan,riwayat_suplemen_kehamilan
Coba tampilkan suplemen yang dicatat saat kunjungan ANC,riwayat_suplemen_kehamilan
Saya mau tahu apakah saya pernah dapat vitamin A,riwayat_suplemen_kehamilan
Tolong tampilkan aturan minum tablet Fe,riwayat_suplemen_kehamilan
Saya ingin tahu efek samping suplemen yang dicatat,riwayat_suplemen_kehamilan
Coba tampilkan catatan pemberian kalsium,riwayat_suplemen_kehamilan
Ada riwayat pemberian vitamin D pada saya?,riwayat_suplemen_kehamilan
Saya mau lihat semua suplemen yang pernah diberikan,riwayat_suplemen_kehamilan
Tolong tampilkan catatan pemberian zat besi,riwayat_suplemen_kehamilan
Saya ingin tahu catatan konsumsi tablet folat,riwayat_suplemen_kehamilan
Ada data berapa kali saya minum tablet kalsium?,riwayat_suplemen_kehamilan
Saya mau cek jumlah suplemen tiap kunjungan,riwayat_suplemen_kehamilan
Coba tampilkan riwayat pemberian suplemen kehamilan,riwayat_suplemen_kehamilan
Saya ingin lihat aturan minum asam folat,riwayat_suplemen_kehamilan
Tolong tampilkan catatan efek samping suplemen,riwayat_suplemen_kehamilan
Saya mau tahu kapan terakhir dapat tablet Fe,riwayat_suplemen_kehamilan
Ada catatan saya minum vitamin B kompleks?,riwayat_suplemen_kehamilan
Saya ingin cek pemberian suplemen selama trimester 1,riwayat_suplemen_kehamilan
Coba tampilkan semua catatan suplemen ANC,riwayat_suplemen_kehamilan
Saya mau lihat riwayat pemberian vitamin C,riwayat_suplemen_kehamilan
Tolong tampilkan jumlah tablet folat yang diberikan,riwayat_suplemen_kehamilan
Saya ingin tahu apakah saya pernah dapat vitamin E,riwayat_suplemen_kehamilan
Coba tampilkan suplemen yang diresepkan saat ANC,riwayat_suplemen_kehamilan
Ada data suplemen yang diberikan trimester 2?,riwayat_suplemen_kehamilan
Saya mau cek catatan pemberian vitamin tambahan,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat konsumsi Fe dan folat,riwayat_suplemen_kehamilan
Saya ingin lihat kapan pertama kali dapat suplemen,riwayat_suplemen_kehamilan
Coba tampilkan efek samping yang dicatat di suplemen,riwayat_suplemen_kehamilan
Saya mau tahu jumlah tablet yang saya dapatkan per kunjungan,riwayat_suplemen_kehamilan
Ada catatan pemberian tablet tambah darah?,riwayat_suplemen_kehamilan
Saya ingin cek catatan konsumsi vitamin selama hamil,riwayat_suplemen_kehamilan
Coba tampilkan detail aturan minum kalsium,riwayat_suplemen_kehamilan
Saya mau lihat daftar semua suplemen trimester 3,riwayat_suplemen_kehamilan
Tolong tampilkan catatan kapan saya minum folat,riwayat_suplemen_kehamilan
Saya ingin tahu apakah ada catatan alergi dari suplemen,riwayat_suplemen_kehamilan
Ada riwayat pemberian vitamin D3?,riwayat_suplemen_kehamilan
Saya mau cek dosis suplemen yang pernah diberikan,riwayat_suplemen_kehamilan
Tolong tampilkan catatan konsumsi mineral tambahan,riwayat_suplemen_kehamilan
Saya ingin lihat semua pemberian Fe selama hamil,riwayat_suplemen_kehamilan
Coba tampilkan riwayat minum kalsium karbonat,riwayat_suplemen_kehamilan
Saya mau tahu jumlah suplemen di bulan lalu,riwayat_suplemen_kehamilan
Tolong tampilkan suplemen yang diresepkan oleh bidan,riwayat_suplemen_kehamilan
Saya ingin cek catatan vitamin prenatal yang diberikan,riwayat_suplemen_kehamilan
Ada data berapa tablet Fe yang pernah habis?,riwayat_suplemen_kehamilan
Saya mau lihat kapan terakhir catat suplemen,riwayat_suplemen_kehamilan
Coba tampilkan catatan efek samping minum zat besi,riwayat_suplemen_kehamilan
Saya ingin tahu aturan konsumsi vitamin yang tercatat,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat pemberian multivitamin,riwayat_suplemen_kehamilan
Tolong tampilkan catatan suplemen yang sudah saya terima,riwayat_suplemen_kehamilan
Saya ingin tahu riwayat pemberian tablet Fe selama hamil,riwayat_suplemen_kehamilan
Coba tampilkan data konsumsi asam folat saya,riwayat_suplemen_kehamilan
Ada catatan berapa kali saya dapat kalsium?,riwayat_suplemen_kehamilan
Saya mau lihat daftar suplemen yang pernah diberikan saat ANC,riwayat_suplemen_kehamilan
Tolong tunjukkan catatan jumlah tablet folat yang diterima,riwayat_suplemen_kehamilan
Saya ingin cek riwayat vitamin yang pernah dicatat,riwayat_suplemen_kehamilan
Ada data efek samping dari suplemen yang saya minum?,riwayat_suplemen_kehamilan
Coba tampilkan aturan minum suplemen yang diresepkan,riwayat_suplemen_kehamilan
Saya mau lihat catatan konsumsi vitamin D,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat pemberian zat besi,riwayat_suplemen_kehamilan
Saya ingin cek kapan pertama kali dapat suplemen Fe,riwayat_suplemen_kehamilan
Coba tampilkan jumlah suplemen per kunjungan ANC,riwayat_suplemen_kehamilan
Ada catatan saya pernah diberi vitamin C?,riwayat_suplemen_kehamilan
Saya mau lihat riwayat pemberian suplemen trimester pertama,riwayat_suplemen_kehamilan
Tolong tampilkan semua catatan suplemen trimester kedua,riwayat_suplemen_kehamilan
Saya ingin tahu kapan terakhir kali dapat tablet tambah darah,riwayat_suplemen_kehamilan
Coba tampilkan detail pemberian multivitamin,riwayat_suplemen_kehamilan
Saya mau cek aturan konsumsi kalsium karbonat,riwayat_suplemen_kehamilan
Ada riwayat pemberian vitamin prenatal di catatan saya?,riwayat_suplemen_kehamilan
Saya ingin lihat jumlah tablet yang saya terima bulan lalu,riwayat_suplemen_kehamilan
Tolong tampilkan catatan pemberian folat,riwayat_suplemen_kehamilan
Saya mau cek catatan konsumsi vitamin B kompleks,riwayat_suplemen_kehamilan
Coba tampilkan suplemen yang pernah diresepkan bidan,riwayat_suplemen_kehamilan
Saya ingin tahu efek samping dari tablet zat besi,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat pemberian kalsium dan folat,riwayat_suplemen_kehamilan
Saya mau lihat catatan konsumsi vitamin E,riwayat_suplemen_kehamilan
Coba tampilkan suplemen tambahan yang pernah diberikan,riwayat_suplemen_kehamilan
Ada data jumlah tablet Fe yang habis diminum?,riwayat_suplemen_kehamilan
Saya ingin tahu catatan konsumsi vitamin D3,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat pemberian mineral tambahan,riwayat_suplemen_kehamilan
Saya mau lihat suplemen yang diberikan pada kunjungan terakhir,riwayat_suplemen_kehamilan
Coba tampilkan riwayat pemberian vitamin C dan E,riwayat_suplemen_kehamilan
Saya ingin tahu aturan minum suplemen yang dicatat petugas,riwayat_suplemen_kehamilan
Ada catatan pemberian tablet asam folat setiap bulan?,riwayat_suplemen_kehamilan
Saya mau cek semua pemberian Fe sejak awal kehamilan,riwayat_suplemen_kehamilan
Tolong tampilkan jumlah total tablet yang sudah saya dapatkan,riwayat_suplemen_kehamilan
Coba tampilkan catatan konsumsi suplemen trimester ketiga,riwayat_suplemen_kehamilan
Saya mau lihat riwayat pemberian vitamin tambahan,riwayat_suplemen_kehamilan
Tolong tampilkan catatan suplemen sesuai kunjungan ANC,riwayat_suplemen_kehamilan
Saya ingin cek kapan terakhir dicatat pemberian folat,riwayat_suplemen_kehamilan
Coba tampilkan semua data konsumsi suplemen kehamilan,riwayat_suplemen_kehamilan
Saya mau lihat catatan aturan minum tablet tambah darah,riwayat_suplemen_kehamilan
Ada data riwayat pemberian vitamin A saat hamil?,riwayat_suplemen_kehamilan
Tolong tampilkan catatan konsumsi kalsium trimester 2,riwayat_suplemen_kehamilan
Saya ingin cek catatan efek samping vitamin yang diberikan,riwayat_suplemen_kehamilan
Coba tampilkan daftar semua suplemen sejak kunjungan awal,riwayat_suplemen_kehamilan
Saya mau lihat catatan pemberian vitamin prenatal terakhir,riwayat_suplemen_kehamilan
Tolong tampilkan data riwayat konsumsi multivitamin,riwayat_suplemen_kehamilan
Saya ingin tahu catatan jumlah tablet yang tersisa,riwayat_suplemen_kehamilan
Coba tampilkan catatan suplemen sesuai tabel ANC,riwayat_suplemen_kehamilan
Saya ingin melihat riwayat suplemen selama kehamilan,riwayat_suplemen_kehamilan
Tolong tampilkan catatan pemberian tablet Fe saya,riwayat_suplemen_kehamilan
Ada data konsumsi asam folat yang pernah dicatat?,riwayat_suplemen_kehamilan
Saya mau cek suplemen yang diberikan di kunjungan ANC,riwayat_suplemen_kehamilan
Tolong tunjukkan riwayat vitamin yang pernah saya dapat,riwayat_suplemen_kehamilan
Coba tampilkan catatan jumlah tablet Fe yang diberikan,riwayat_suplemen_kehamilan
Saya ingin tahu kapan terakhir kali saya diberi folat,riwayat_suplemen_kehamilan
Ada catatan suplemen yang diberikan oleh bidan?,riwayat_suplemen_kehamilan
Tolong tampilkan data suplemen trimester pertama,riwayat_suplemen_kehamilan
Saya mau lihat aturan minum tablet tambah darah,riwayat_suplemen_kehamilan
Coba cek semua suplemen yang saya terima saat hamil,riwayat_suplemen_kehamilan
Ada riwayat pemberian kalsium selama ANC?,riwayat_suplemen_kehamilan
Saya ingin melihat daftar suplemen trimester kedua,riwayat_suplemen_kehamilan
Tolong tampilkan catatan konsumsi vitamin B kompleks,riwayat_suplemen_kehamilan
Saya mau cek suplemen tambahan yang pernah diresepkan,riwayat_suplemen_kehamilan
Ada data jumlah tablet yang sudah saya habiskan?,riwayat_suplemen_kehamilan
Coba tampilkan catatan pemberian vitamin prenatal,riwayat_suplemen_kehamilan
Saya ingin lihat riwayat pemberian mineral tambahan,riwayat_suplemen_kehamilan
Tolong tampilkan semua catatan pemberian Fe,riwayat_suplemen_kehamilan
Saya mau tahu efek samping dari suplemen yang diberikan,riwayat_suplemen_kehamilan
Ada riwayat pemberian vitamin C di data saya?,riwayat_suplemen_kehamilan
Saya ingin melihat aturan konsumsi kalsium karbonat,riwayat_suplemen_kehamilan
Coba tampilkan riwayat pemberian vitamin D,riwayat_suplemen_kehamilan
Tolong cek catatan suplemen trimester ketiga,riwayat_suplemen_kehamilan
Saya ingin tahu kapan pertama kali saya diberi tablet Fe,riwayat_suplemen_kehamilan
Saya mau lihat total jumlah suplemen yang saya dapatkan,riwayat_suplemen_kehamilan
Ada catatan vitamin E yang pernah diberikan?,riwayat_suplemen_kehamilan
Tolong tampilkan data konsumsi folat bulanan,riwayat_suplemen_kehamilan
Coba cek riwayat pemberian multivitamin,riwayat_suplemen_kehamilan
Tolong tampilkan semua suplemen sesuai tabel ANC,riwayat_suplemen_kehamilan
Saya mau lihat catatan suplemen yang diberikan oleh dokter,riwayat_suplemen_kehamilan
Ada data pemberian vitamin A dalam kehamilan saya?,riwayat_suplemen_kehamilan
Saya ingin cek kapan terakhir diberi vitamin tambahan,riwayat_suplemen_kehamilan
Coba tampilkan aturan minum suplemen trimester pertama,riwayat_suplemen_kehamilan
Saya mau lihat riwayat pemberian vitamin C dan D,riwayat_suplemen_kehamilan
Tolong tampilkan catatan konsumsi suplemen bulan lalu,riwayat_suplemen_kehamilan
Saya ingin tahu semua suplemen yang sudah dicatat,riwayat_suplemen_kehamilan
Ada riwayat pemberian zat besi di kunjungan terakhir?,riwayat_suplemen_kehamilan
Saya mau lihat catatan suplemen trimester akhir,riwayat_suplemen_kehamilan
Coba tampilkan riwayat pemberian vitamin B12,riwayat_suplemen_kehamilan
Tolong cek data efek samping suplemen yang tercatat,riwayat_suplemen_kehamilan
Saya ingin tahu catatan konsumsi kalsium trimester 2,riwayat_suplemen_kehamilan
Saya mau lihat semua suplemen sejak awal kehamilan,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat pemberian tablet tambah darah,riwayat_suplemen_kehamilan
Saya ingin cek catatan pemberian vitamin prenatal terakhir,riwayat_suplemen_kehamilan
Coba tampilkan data konsumsi multivitamin terakhir,riwayat_suplemen_kehamilan
Saya mau lihat daftar suplemen trimester ketiga,riwayat_suplemen_kehamilan
Tolong tampilkan catatan aturan minum suplemen,riwayat_suplemen_kehamilan
Ada riwayat pemberian suplemen di kunjungan awal hamil?,riwayat_suplemen_kehamilan
Saya ingin cek total tablet folat yang pernah diterima,riwayat_suplemen_kehamilan
Saya mau lihat riwayat suplemen yang sudah pernah diberikan,riwayat_suplemen_kehamilan
Tolong tampilkan catatan suplemen saat kunjungan ANC,riwayat_suplemen_kehamilan
Coba cek daftar vitamin dan mineral yang saya dapat,riwayat_suplemen_kehamilan
Saya ingin tahu riwayat pemberian tablet Fe,riwayat_suplemen_kehamilan
Ada catatan asam folat yang saya minum selama hamil?,riwayat_suplemen_kehamilan
Tolong perlihatkan semua catatan suplemen yang dicatat bidan,riwayat_suplemen_kehamilan
Saya mau cek aturan minum suplemen yang diberikan,riwayat_suplemen_kehamilan
Coba tampilkan riwayat pemberian tablet tambah darah,riwayat_suplemen_kehamilan
Ada data jumlah tablet suplemen yang pernah saya dapat?,riwayat_suplemen_kehamilan
Saya ingin melihat semua suplemen yang diresepkan saat hamil,riwayat_suplemen_kehamilan
Tolong cek riwayat pemberian vitamin prenatal,riwayat_suplemen_kehamilan
Saya mau tahu catatan efek samping dari suplemen,riwayat_suplemen_kehamilan
Coba tampilkan catatan kalsium karbonat selama ANC,riwayat_suplemen_kehamilan
Ada riwayat pemberian vitamin B kompleks?,riwayat_suplemen_kehamilan
Saya mau lihat daftar suplemen trimester pertama,riwayat_suplemen_kehamilan
Tolong tampilkan suplemen yang pernah diberikan dokter,riwayat_suplemen_kehamilan
Saya ingin tahu kapan pertama kali diberi asam folat,riwayat_suplemen_kehamilan
Coba cek catatan vitamin C yang pernah diresepkan,riwayat_suplemen_kehamilan
Saya mau lihat semua riwayat pemberian zat besi,riwayat_suplemen_kehamilan
Ada catatan tentang vitamin D selama hamil?,riwayat_suplemen_kehamilan
Tolong tampilkan jumlah tablet folat yang saya dapat,riwayat_suplemen_kehamilan
Saya ingin melihat riwayat vitamin yang diberikan bidan,riwayat_suplemen_kehamilan
Coba tampilkan catatan pemberian multivitamin,riwayat_suplemen_kehamilan
Saya mau cek semua catatan suplemen trimester kedua,riwayat_suplemen_kehamilan
Ada riwayat konsumsi vitamin E di catatan saya?,riwayat_suplemen_kehamilan
Tolong tampilkan aturan minum suplemen yang direkam,riwayat_suplemen_kehamilan
Saya ingin tahu kapan terakhir diberi tablet Fe,riwayat_suplemen_kehamilan
Coba cek catatan pemberian suplemen bulan lalu,riwayat_suplemen_kehamilan
Saya mau lihat daftar vitamin yang sudah saya konsumsi,riwayat_suplemen_kehamilan
Ada catatan riwayat pemberian kalsium di ANC?,riwayat_suplemen_kehamilan
Tolong tampilkan catatan konsumsi suplemen trimester 3,riwayat_suplemen_kehamilan
Saya mau tahu total suplemen yang sudah diberikan,riwayat_suplemen_kehamilan
Coba tampilkan semua riwayat pemberian vitamin B12,riwayat_suplemen_kehamilan
Saya ingin cek catatan vitamin prenatal terbaru,riwayat_suplemen_kehamilan
Tolong tampilkan suplemen yang diberikan di kunjungan pertama,riwayat_suplemen_kehamilan
Ada catatan efek samping dari suplemen trimester kedua?,riwayat_suplemen_kehamilan
Coba tampilkan catatan jumlah tablet suplemen yang tersisa,riwayat_suplemen_kehamilan
Tolong cek riwayat pemberian vitamin A selama hamil,riwayat_suplemen_kehamilan
Saya ingin tahu catatan konsumsi zat besi,riwayat_suplemen_kehamilan
Saya mau lihat semua catatan pemberian mineral tambahan,riwayat_suplemen_kehamilan
Coba tampilkan riwayat vitamin trimester pertama,riwayat_suplemen_kehamilan
Ada data tentang suplemen tambahan trimester akhir?,riwayat_suplemen_kehamilan
Saya mau tahu semua catatan suplemen sejak awal hamil,riwayat_suplemen_kehamilan
Tolong tampilkan riwayat pemberian vitamin trimester kedua,riwayat_suplemen_kehamilan
Saya ingin lihat catatan pemberian vitamin D terbaru,riwayat_suplemen_kehamilan
Coba cek daftar tablet Fe yang sudah dicatat,riwayat_suplemen_kehamilan
Saya mau tahu catatan pemberian vitamin bulanan,riwayat_suplemen_kehamilan
Ada riwayat vitamin B kompleks di data saya?,riwayat_suplemen_kehamilan
Tolong tampilkan aturan minum folat trimester 2,riwayat_suplemen_kehamilan
Saya ingin lihat catatan konsumsi kalsium trimester terakhir,riwayat_suplemen_kehamilan
Coba tampilkan semua catatan pemberian vitamin prenatal,riwayat_suplemen_kehamilan
Apa saja yang harus dipersiapkan menjelang persalinan?,panduan_persiapan_persalinan
Bagaimana cara menyiapkan mental sebelum melahirkan?,panduan_persiapan_persalinan
Checklist barang apa saja yang perlu dibawa ke rumah sakit saat melahirkan?,panduan_persiapan_persalinan
Apa saja latihan fisik yang baik untuk persiapan persalinan?,panduan_persiapan_persalinan
Tips mengurangi rasa cemas sebelum persalinan,panduan_persiapan_persalinan
Bagaimana mempersiapkan pernapasan untuk melahirkan normal?,panduan_persiapan_persalinan
Apa saja dokumen administrasi yang perlu disiapkan untuk persalinan di rumah sakit?,panduan_persiapan_persalinan
Panduan menghadapi rasa sakit kontraksi menjelang melahirkan,panduan_persiapan_persalinan
Bagaimana cara melatih posisi jongkok untuk mempermudah persalinan?,panduan_persiapan_persalinan
Tips menjaga pola tidur agar siap melahirkan,panduan_persiapan_persalinan
Bagaimana cara menyiapkan suami agar bisa mendampingi saat persalinan?,panduan_persiapan_persalinan
Apa yang perlu dipersiapkan untuk persalinan caesar?,panduan_persiapan_persalinan
Apa saja tanda-tanda persalinan sudah dekat dan bagaimana persiapannya?,panduan_persiapan_persalinan
Bagaimana cara mengatasi ketakutan terhadap persalinan pertama kali?,panduan_persiapan_persalinan
Checklist perlengkapan bayi yang harus disiapkan sebelum lahir,panduan_persiapan_persalinan
Apakah penting mengikuti kelas senam hamil untuk persiapan persalinan?,panduan_persiapan_persalinan
Bagaimana cara menjaga stamina menjelang hari H melahirkan?,panduan_persiapan_persalinan
Tips nutrisi penting menjelang persalinan,panduan_persiapan_persalinan
Apa yang perlu dipersiapkan jika ingin melahirkan di rumah?,panduan_persiapan_persalinan
Bagaimana cara mempersiapkan ASI eksklusif setelah melahirkan?,panduan_persiapan_persalinan
Panduan relaksasi agar tenang menjelang persalinan,panduan_persiapan_persalinan
Bagaimana mempersiapkan rencana persalinan darurat?,panduan_persiapan_persalinan
Checklist tas melahirkan untuk ibu hamil,panduan_persiapan_persalinan
Apa perbedaan persiapan persalinan normal dan caesar?,panduan_persiapan_persalinan
Bagaimana mengelola stres saat mendekati persalinan?,panduan_persiapan_persalinan
Apa saja latihan pernapasan untuk membantu proses melahirkan?,panduan_persiapan_persalinan
Bagaimana menyiapkan support system menjelang persalinan?,panduan_persiapan_persalinan
Tips menjaga kesehatan fisik sebelum hari persalinan,panduan_persiapan_persalinan
Apa saja yang perlu dipelajari tentang teknik mengejan saat melahirkan?,panduan_persiapan_persalinan
Bagaimana cara mengurangi rasa sakit alami saat persalinan?,panduan_persiapan_persalinan
Checklist keperluan administrasi BPJS untuk persalinan,panduan_persiapan_persalinan
Apa yang harus dipersiapkan jika ingin melahirkan di bidan?,panduan_persiapan_persalinan
Tips agar tetap tenang saat kontraksi datang,panduan_persiapan_persalinan
Bagaimana menyiapkan kondisi emosional untuk menghadapi persalinan?,panduan_persiapan_persalinan
Apa saja posisi melahirkan yang bisa dipelajari sebelum persalinan?,panduan_persiapan_persalinan
Panduan olahraga ringan menjelang persalinan,panduan_persiapan_persalinan
Bagaimana cara menyiapkan rumah sebelum ibu pulang setelah melahirkan?,panduan_persiapan_persalinan
Checklist pakaian ibu dan bayi yang dibutuhkan saat melahirkan,panduan_persiapan_persalinan
Tips memilih rumah sakit atau klinik untuk persalinan,panduan_persiapan_persalinan
Bagaimana cara menyiapkan keuangan untuk biaya persalinan?,panduan_persiapan_persalinan
Apa yang harus dilakukan jika persalinan terjadi lebih cepat dari perkiraan?,panduan_persiapan_persalinan
Bagaimana menyiapkan mental jika harus menjalani induksi persalinan?,panduan_persiapan_persalinan
Panduan peran suami dalam mendampingi persalinan,panduan_persiapan_persalinan
Tips agar ibu tetap percaya diri menghadapi proses melahirkan,panduan_persiapan_persalinan
Apa saja perlengkapan medis sederhana yang sebaiknya disiapkan di rumah?,panduan_persiapan_persalinan
Bagaimana cara memilih bidan atau dokter kandungan yang tepat untuk persalinan?,panduan_persiapan_persalinan
Panduan menenangkan pikiran menjelang persalinan,panduan_persiapan_persalinan
Apa yang harus dipersiapkan jika terjadi komplikasi saat persalinan?,panduan_persiapan_persalinan
Checklist makanan ringan yang boleh dibawa saat persalinan,panduan_persiapan_persalinan
Bagaimana cara mengatur jadwal cuti melahirkan dengan baik?,panduan_persiapan_persalinan
Apa saja langkah yang harus dilakukan untuk mempersiapkan persalinan?,panduan_persiapan_persalinan
Bagaimana cara menjaga kesehatan fisik menjelang persalinan?,panduan_persiapan_persalinan
Tips agar mental tetap tenang menghadapi hari persalinan,panduan_persiapan_persalinan
Apa yang harus dibawa ke rumah sakit saat melahirkan?,panduan_persiapan_persalinan
Perlengkapan bayi apa saja yang perlu dipersiapkan sebelum melahirkan?,panduan_persiapan_persalinan
Bagaimana cara menenangkan diri ketika sudah dekat dengan hari persalinan?,panduan_persiapan_persalinan
Apakah ada makanan khusus yang sebaiknya dikonsumsi menjelang persalinan?,panduan_persiapan_persalinan
Apa saja persiapan administrasi sebelum melahirkan di rumah sakit?,panduan_persiapan_persalinan
Bagaimana cara melatih pernapasan untuk membantu proses persalinan?,panduan_persiapan_persalinan
Apakah olahraga ringan bermanfaat untuk mempersiapkan persalinan?,panduan_persiapan_persalinan
Apa saja dokumen penting yang perlu disiapkan sebelum melahirkan?,panduan_persiapan_persalinan
Bagaimana cara mengelola rasa takut menjelang melahirkan?,panduan_persiapan_persalinan
